-81.0161732000,29.1518517000
-81.0161617000,29.1517933000
-81.0162076000,29.1517434000
-81.0162655000,29.1516847000
-81.0163953000,29.1515604000
-81.0164102000,29.1515426000
-81.0163542000,29.1515251000
-81.0161475000,29.1516194000
-81.0159642000,29.1514915000
-81.0161306000,29.1515911000
-81.0161595000,29.1515420000
-81.0161610000,29.1515371000
-81.0161640000,29.1515274000
-81.0161712000,29.1515099000
-81.0162088000,29.1514565000
-81.0162214000,29.1514395000
-81.0162131000,29.1514232000
-81.0161999000,29.1514170000
-81.0161707000,29.1513774000
-81.0161561000,29.1513530000
-81.0161361694,29.1513767242
-81.0161535000,29.1513991000
-81.0161526000,29.1514175000
-81.0160697000,29.1514214000
-81.0160751343,29.1513538361
-81.0159835815,29.1513442993
-81.0159557000,29.1513752000
-81.0159683000,29.1514090000
-81.0160827637,29.1515464783
-81.0163040161,29.1517791748
-81.0163040161,29.1518459320
