-81.0173372000,29.1513023000
-81.0173070000,29.1512990000
-81.0171966553,29.1513421773
-81.0170440674,29.1513917683
-81.0170211792,29.1514184712
-81.0170898438,29.1514568329
-81.0171813965,29.1514203786
-81.0172576904,29.1513974904
-81.0172958374,29.1514566182
-81.0173339844,29.1515500783
-81.0173797607,29.1515405415
-81.0172958374,29.1514566182
-81.0172725198,29.1514241933
-81.0172271729,29.1515064240
-81.0171813965,29.1515462636
-81.0171432495,29.1515462636
-81.0171051025,29.1515653371
-81.0170745850,29.1515844105
-81.0170669556,29.1515882252
-81.0170432000,29.1516114000
-81.0170898438,29.1516036987
-81.0170669556,29.1515865326
-81.0171135000,29.1515803000
-81.0171909000,29.1515402000
-81.0172222000,29.1515561000
-81.0172198000,29.1515772000
-81.0171613000,29.1515532000
-81.0171052000,29.1515232000
-81.0170794000,29.1514790000
-81.0171098000,29.1514838000
-81.0171427000,29.1514719000
-81.0171508789,29.1513767242
-81.0173797607,29.1513576508
